replicate_number,replicate_value
1,1.7732057345559182
2,-0.5584983047642187
3,-4.340963757188714
4,0.17978500195724206
5,-1.3316946061497785
6,-1.9917618846445624
7,0.6443598393073756
8,-1.1455390205475828
9,-1.1631328044327727
10,-0.2668032202640341
11,0.18927854091317145
12,-1.0455117180726117
13,-1.5945388993840097
14,2.548092644770322
15,-0.8698771414354025
16,-0.2703275550383928
17,1.1567425520517975
18,-0.006004659948531167
19,-18.90317963867774
20,0.10822664802930995
21,-2.2291143351800575
22,-0.1520048337685734
23,1.9605477517666652
24,-1.0102818956219406
25,-0.7732455979531708
26,-0.22694842558479947
27,0.7010803372539608
28,0.24491840655412273
29,5.79380429073529
30,-1.9019984325294503
31,-0.22098619145842813
32,-2.6743249859985374
33,3.875870294655247
34,-1.9317558089824605
35,0.16405622782236698
36,0.665076229575032
37,1.8539947008101743
38,0.14201080747286204
39,0.008667310184778678
40,1.0178232777062357
41,-0.6741411039454158
42,9.963091157244412
43,0.7669503400437806
44,-0.8869934399330681
45,1.430293206879084
46,-1.4813387899169952
47,-0.24704097973837283
48,0.6170526589688352
49,0.020373526465166502
50,0.12533125022463024
51,0.5506029682875182
52,-0.8372823998019095
53,3.596770390103678
54,-1.4689192625340275
55,-0.6600750090774756
56,0.8942073669649276
57,-2.4765664715666156
58,0.5410215324510023
59,0.5041093306197774
60,1.0464990398924117
61,1.989555383448028
62,0.32643547096742265
63,-2.6618488473332693
64,-0.7305144931408599
65,-0.062171532454976926
66,-0.5746911552515048
67,-6.4699839257856455
68,1.171200293998015
69,-0.2739421210754562
70,-0.07241109517380881
71,1.0358825308512407
72,1.6716049567377411
73,-0.8293572766518224
74,0.009470154351590168
75,0.8786621511475894
76,0.9447289366567011
77,0.13660705659791061
78,-0.5989616833480349
79,0.8783190687536875
80,0.32033173366805495
81,-0.2902936527906349
82,-0.9456297871306618
83,0.7351083911161722
84,0.21353855013800588
85,-1.0413615126672564
86,-0.21209920158338375
87,2.0977633150570267
88,0.7352470745092534
89,0.2724797024951304
90,1.4868583539583229
91,-1.0231929243886444
92,0.9267534431132101
93,0.9858269314674931
94,-0.7646942696877532
95,1.4322352953522133
96,-0.8357173156968295
97,0.5560178944926522
98,0.3425131315742855
99,1.3280293836476242
100,-0.18293284746907726
101,1.5272384930330298
102,1.0424372715503103
103,-1.5356326606932034
104,2.7286145764662932
105,0.4144175742654541
106,0.6620234954705347
107,-0.34077906633986416
108,0.6243242060791776
109,0.14328367581495782
110,-1.282233514515552
111,-0.06625681875248411
112,-0.4295094060590706
113,0.07756513350521749
114,-0.5493541977682667
115,-0.7565617486643005
116,-1.619252697345428
117,0.040694932623938466
118,0.8661157921920446
119,0.9004682283433052
120,-1.03166475211998
121,-0.42659764297613134
122,2.3244396968430103
123,0.2672908473901112
124,-0.5006081268767313
125,1.3229987169367672
126,0.41790535774051246
127,-0.017644106535348092
128,-1.4015574017626014
129,-0.6647453309344695
130,0.8749666339095271
131,-0.4119008047869995
132,-0.8518786239659628
133,0.07571132466737383
134,0.5450751981950263
135,0.9095650765483629
136,-0.543804409998175
137,-0.13477126991787045
138,-1.1947188623299767
139,0.8966331118235007
140,0.7070272224170215
141,1.8528816169573967
142,-1.1577180074940054
143,-0.5159314586376352
144,0.7680965424290512
145,-2.004332322158221
146,-1.7805469794736353
147,-1.2133789717460963
148,-1.1648852135551242
149,-1.4992295668556552
150,0.010512792927312666
151,-1.3609733889011542
152,-1.2770608497694884
153,0.09889717596212795
154,-0.2962158555761082
155,1.1260290084192162
156,0.358142108950407
157,0.603039169008877
158,-0.13539971245255872
159,-3.2157038404387137
160,-0.9660201699349242
161,3.7095610898020768
162,-1.7999976786153016
163,-0.2763579066332074
164,1.0719559815103412
165,1.737073357550791
166,0.4703534344999834
167,1.4122591685475023
168,-0.33701799667149523
169,-0.8207027441861181
170,0.5865021424293186
171,0.6048336199808197
172,-0.6032496008889159
173,-1.044728344251317
174,2.487257690913494
175,-0.6815073108370295
176,-0.16466799358885387
177,0.4633390206460177
178,1.033137021809056
179,0.9679660004971963
180,3.330961674035448
181,1.9195144616305455
182,0.11311721550387203
183,1.1980339096305797
184,0.5255791459074632
185,-0.3227810229844976
186,0.5987766950501167
